UUID|Author|LastName|Name|Birth Year|Death Year|Author_name|Summary|Wiki_URL|cats|linked_authors|country|genera|title|uuid_coem|Image|Audio
e3a04d3a-8696-40ba-b78d-9a82759bc8bf|Fernández Flórez, Wenceslao|Fernández Flórez|Wenceslao|1885|1964|Wenceslao Fernández Flórez|Wenceslao Fernández Flórez (La Coruña, 11 de febrero de 1885-Madrid, 29 de abril de 1964) fue un escritor y periodista español.|https://es.wikipedia.org/wiki/Wenceslao_Fern%C3%A1ndez_Fl%C3%B3rez|Académicos correspondientes de la Real Academia Gallega,Académicos de la Real Academia Española,Caballeros grandes cruces de la Orden de Isabel la Católica,Escritores de España del siglo XX,Escritores de Galicia,Escritores en español del siglo XX,Fallecidos en 1964,Fallecidos en Madrid,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de España,Humoristas de España del siglo XX,Nacidos en 1885,Nacidos en La Coruña,Periodistas de España del siglo XX,Premio Mariano de Cavia,Sepultados en el cementerio de Santo Amaro,Wenceslao Fernández Flórez|Anatole France,José Ortega y Gasset,Pedro Antonio de Alarcón|España|Unknown|La fraga de Cecebre|87e2fa54-0fdc-492a-ae17-99e1e9a54ebe|Sagan.png|tenquita.mp3
107d6355-8d72-4bb9-842f-c85629d6bc99|Fernández Santos, Jesús|Fernández Santos|Jesús|1926|1988|Jesús Fernández Santos|Jesús Fernández Santos (Madrid, 9 de noviembre de 1926 - ibid, 2 de junio de 1988) fue un escritor, articulista, crítico de cine y director de cine y de documentales, español, de familia leonesa.|https://es.wikipedia.org/wiki/Jes%C3%BAs_Fern%C3%A1ndez_Santos|Cuentistas de España del siglo XX,Escritores de España del siglo XX,Escritores de la Comunidad de Madrid,Escritores en español del siglo XX,Fallecidos en 1988,Fallecidos en Madrid,Ganadores del Premio Nadal,Ganadores del Premio Planeta,Ganadores del Premio de la Crítica de narrativa castellana,Generación del 50,Hombres,Nacidos en 1926,Nacidos en Madrid,Novelistas de España del siglo XX,Premio Fastenrath,Premio Nacional de Narrativa|Ignacio Aldecoa,Medardo Fraile,Rafael Sánchez Ferlosio,Tennessee Williams|España|Unknown|Cabeza rapada|ee928b99-46e0-466d-ad70-7a22900cd610|Sagan.png|tenquita.mp3
2837f2e5-f21a-4e85-a192-a95fd5e42b16|Fitzgerald, F. Scott|Fitzgerald|F. Scott|1896|1940|F. Scott Fitzgerald|Francis Scott Key Fitzgerald (Saint Paul, Minnesota, 24 de septiembre de 1896-Hollywood, California, 21 de diciembre de 1940) fue un militar, anfitrión, novelista y escritor estadounidense, ampliamente conocido como uno de los mejores autores del siglo XX, cuyos trabajos son paradigmáticos de la era del jazz. Fitzgerald es considerado miembro de la Generación Perdida de los años veinte. Escribió cinco novelas: El gran Gatsby, Suave es la noche, A este lado del paraíso, Hermosos y malditos y El último magnate, que, aunque sin terminar, fue publicada tras su muerte. Escribió también múltiples historias cortas, muchas de las cuales tratan sobre la juventud y las promesas, la edad y la desesperación.|https://es.wikipedia.org/wiki/F._Scott_Fitzgerald|Afectados por enfermedades del espectro bipolar,Escritores de Estados Unidos,Escritores de ficción psicológica,Escritores en inglés,F. Scott Fitzgerald,Fallecidos en 1940,Fallecidos en Hollywood,Hombres,Miembros de la generación perdida,Nacidos en 1896,Nacidos en Saint Paul (Minnesota),Zurdos|Anatole France,Charles Dickens,Dorothy Parker,Ernest Hemingway,Ezra Pound,Gustave Flaubert,Guy de Maupassant,Henry James,J. D. Salinger,John Keats,Joseph Conrad,Marcel Proust,T. S. Eliot,William Shakespeare|Estados Unidos|Romanticismo|A tu edad|fd967d12-c0aa-48f0-97fa-3c1d7532ffe5|Sagan.png|tenquita.mp3
23194969-6353-4fbd-9382-23f6ff452676|Flaubert, Gustave|Flaubert|Gustave|1821|1880|Gustave Flaubert|Gustave Flaubert (Ruan, 12 de diciembre de 1821-Croisset, 8 de mayo de 1880) fue un escritor francés.[1]​[2]​ Considerado uno de los mejores novelistas universales, es conocido principalmente por su novela Madame Bovary, además de por su escrupulosa devoción a su arte y su estilo, cuyo mejor ejemplo fue su interminable búsqueda de le mot juste (‘la palabra exacta’).[3]​|https://es.wikipedia.org/wiki/Gustave_Flaubert|Enciclopedia Británica (edición de 1911),Escritores bisexuales,Escritores en francés del siglo XIX,Fallecidos en 1880,Fallecidos en Normandía,Fallecidos por apoplejía,Gustave Flaubert,Hombres,Index Librorum Prohibitorum,Nacidos en 1821,Nacidos en Ruan,Novelistas de Francia del siglo XIX,Personas del Segundo Imperio Francés|Alphonse Daudet,Arthur Rimbaud,Charles Baudelaire,Daniel Defoe,Franz Kafka,George Sand,Guy de Maupassant,Honoré de Balzac,Jean-Paul Sartre,Vladimir Nabokov,Víctor Hugo,Émile Zola|Francia|Unknown|Herodías|a0bcf859-ae16-46ce-8dbe-9e457e6df712|Sagan.png|tenquita.mp3
83d7bfcf-849b-4165-83ee-a6cd185f6e68|Fonseca, Rubem|Fonseca|Rubem|1925|2020|Rubem Fonseca|Rubem Fonseca (Juiz de Fora, Minas Gerais, 11 de mayo de 1925 - Río de Janeiro, 15 de abril de 2020) fue un escritor y guionista de cine brasileño. Estudió Derecho y se especializó en Derecho Penal. A pesar de su amplio reconocimiento como escritor, no fue hasta los 38 años de edad que decidió dedicarse de lleno a la literatura. Antes de ser escritor de tiempo completo, ejerció varias actividades, entre ellas la de abogado litigante.[1]​ En 2003, ganó el Premio Camões, el más prestigiado galardón literario para la lengua portuguesa, en 2004 recibió el Premio Konex Mercosur a las Letras, y en 2012 el Premio Iberoamericano de Narrativa Manuel Rojas.[2]​|https://es.wikipedia.org/wiki/Rubem_Fonseca|Cuentistas de Brasil,Doctores honoris causa de la Universidad Nacional Mayor de San Marcos,Escritores de Brasil,Escritores de suspenso,Escritores en portugués,Fallecidos en 2020,Hombres,Nacidos en 1925,Nacidos en Minas Gerais,Novelistas de Brasil,Premio Camões,Premio Iberoamericano de Narrativa Manuel Rojas,Premio Konex Mercosur,Premio Machado de Assis|Dalton Trevisan|Brasil|Romanticismo|Abril, en Río, en 1970|febd5b7a-5fd4-4e9e-9454-8f27a61a2d39|Sagan.png|tenquita.mp3
57194ca8-6211-4bba-82a2-23f847af83c5|France, Anatole|Francia|Anatole|1844|1924|Anatole France|Anatole François Thibault (París, 16 de abril de 1844-Saint-Cyr-sur-Loire, 12 de octubre de 1924), conocido como Anatole France fue un escritor francés. En 1921 le fue concedido el Premio Nobel de Literatura.|https://es.wikipedia.org/wiki/Anatole_France|Caso Dreyfus,Escritores con seudónimo,Escritores de París,Escritores de literatura fantástica de Francia,Escritores de novelas históricas de Francia,Escritores en francés del siglo XIX,Escritores en francés del siglo XX,Fallecidos en 1924,Fallecidos en Centro-Valle de Loira,Franceses laureados con el Premio Nobel de Literatura,Hombres,Index Librorum Prohibitorum,Laureados con el Premio Nobel 1921,Laureados con el Premio Nobel de Literatura por idioma francés,Miembros de la Academia Francesa,Nacidos en 1844,Nacidos en París,Novelistas de Francia del siglo XIX,Novelistas de Francia del siglo XX,Personas de la Tercera República Francesa,Poetas de Francia del siglo XIX,Poetas de Francia del siglo XX,Satíricos de Francia|Carlos Fuentes,Jacinto Benavente,Émile Zola|Francia|Unknown|Adrienne Buquet|38fdc6bb-9b41-4b3d-ae0d-ca58de1d3e06|Sagan.png|tenquita.mp3
16912ce3-ae1f-42b9-982b-6cd8e63dca75|Francés, José|Francia|José|1883|1964|José Francés|José Francés y Sánchez-Heredero (Madrid, 22 de julio de 1883-Madrid, 10 de septiembre de 1964), conocido también por el pseudónimo Silvio Lago, fue un periodista, crítico de arte, traductor y novelista español.|https://es.wikipedia.org/wiki/Jos%C3%A9_Franc%C3%A9s|Académicos de la Real Academia de Bellas Artes de San Fernando,Críticos de arte de España,Cuentistas de España del siglo XX,Escritores de España del siglo XX,Escritores de la Comunidad de Madrid,Escritores en español,Fallecidos en 1964,Fallecidos en Madrid,Hijos adoptivos de Avilés,Historiadores del arte de España,Hombres,Nacidos en 1883,Nacidos en Madrid,Periodistas de España|Arthur Conan Doyle,Charles Baudelaire,Constantino Cavafis,Edgar Allan Poe,Felipe Trigo,Francisco Villaespesa|España|Unknown|Por qué Maruja no cree en los reyes magos|8826b1c9-134c-4afd-8a00-c7d21844ab32|Sagan.png|tenquita.mp3
ddc0146f-6c97-42af-8885-cfb3c39727c9|Francia, María de|Francia|María de|1200|Unknown|María de Francia|Por María de Francia nos podemos referir a varias mujeres de este nombre:María de Francia es el nombre de una poetisa medieval francesa.Es también el nombre que reciben varias nobles francesas:María de Francia (1145–1198), hija de Luis VII y de Leonor de Aquitania. Se casó con Enrique I de Champaña;María de Francia (hacia 1198–1224), hija de Felipe Augusto y de Inés de Méran. Se casó con Felipe I de Namur y con Enrique I de Brabante;María de Valois (1344–1404), hija de Juan II el Bueno y de Bona de Luxemburgo. Se casó con Roberto I de Bar;María de Valois (1393–1438), hija de Carlos VI y de Isabel de Baviera;María de Valois (1444–1473), hija natural de Carlos VII y de Inés Sorel. Se casó con Olivier de Coëtivy; oMaría de Valois (nacida hacia 1449), hija natural de Luis XI y de Margarita de Sassenage. Se casó con Aymar de Poitiers.María Antonieta de Austria (1755-1793), reina de Francia.María Teresa de Francia (1778-1851).|https://es.wikipedia.org/wiki/Mar%C3%ADa_de_Francia|Unknown||Francia|Romanticismo|El hombre lobo|addd325c-d0ea-4c16-afb8-07f7057ccaca|Sagan.png|tenquita.mp3
654cc9d8-b24d-4fb2-9e00-7bff912a8ae2|Fuentes, Carlos|Fuentes|Carlos|1928|2012|Carlos Fuentes|Carlos Fuentes Macías  (Ciudad de Panamá, 11 de noviembre de 1928-Ciudad de México, 15 de mayo de 2012)[2]​ fue un escritor mexicano.[3]​[4]​[5]​ Junto a Gabriel García Márquez, Mario Vargas Llosa y Julio Cortázar, es uno de los exponentes centrales del boom latinoamericano. Entre sus novelas destacan La región más transparente, La muerte de Artemio Cruz y Aura. Recibió, entre otros, el Premio Rómulo Gallegos en 1977, el Cervantes en 1987 y el Príncipe de Asturias de las Letras en 1994. Fue nombrado gran oficial de la Legión de Honor en 2003 y en 2009 caballero gran cruz de la Orden de Isabel la Católica. Fue miembro honorario de la Academia Mexicana de la Lengua en agosto de 2001[6]​ y doctor honoris causa por varias universidades, entre ellas Harvard, Cambridge y UNAM. Además de ser escritor, fue un crítico apasionado de la historia, la pintura, las artes plásticas y la política.Hasta el día de su fallecimiento fue considerado candidato para obtener el Premio Nobel de Literatura por un sector del público y de la crítica literaria. Mario Vargas Llosa expresó su deseo de que el siguiente autor de la lengua en recibirlo fuera Carlos Fuentes. Poco antes, Fuentes declaró, aludiendo al boom latinoamericano:Cuando se lo dieron a García Márquez (1982) me lo dieron a mí, a mi generación, a la novela latinoamericana que nosotros representamos en un momento dado. De manera que yo me doy por premiado.[7]​|https://es.wikipedia.org/wiki/Carlos_Fuentes|Carlos Fuentes,Fallecidos en 2012,Hombres,Nacidos en 1928|D. H. Lawrence,Dashiell Hammett,Edgar Allan Poe,Evelyn Waugh,F. Scott Fitzgerald,Gabriel García Márquez,Graham Greene,Henry James,Herman Melville,Honoré de Balzac,James Joyce,John Steinbeck,Joseph Conrad,Juan Rulfo,Julio Cortázar,Katherine Mansfield,Mark Twain,María Zambrano,Nathaniel Hawthorne,Octavio Paz,Raymond Chandler,Robert Louis Stevenson,Rudyard Kipling,Samuel Beckett,Virginia Woolf,W. Somerset Maugham,William Faulkner|Mexico|Unknown|A la víbora de la mar|76492c4b-264a-448a-9848-89ac562a7cc1|Sagan.png|tenquita.mp3
d5848585-2e88-4d98-b326-831050141ce6|Gadda, Carlo Emilio|Gadda|Carlo Emilio|1893|1973|Carlo Emilio Gadda|Carlo Emilio Gadda (Milán, 14 de noviembre de 1893–Roma, 21 de mayo de 1973) fue un novelista, ensayista y cuentista italiano que se destaca particularmente por su estilo original e innovador, que ha sido comparado con el de James Joyce.[1]​|https://es.wikipedia.org/wiki/Carlo_Emilio_Gadda|Escritores de Italia del siglo XX,Escritores en italiano,Fallecidos en 1973,Fallecidos en Roma,Hombres,Miembros de la Academia Bávara de Bellas Artes,Nacidos en 1893,Nacidos en Milán,Sepultados en el Cementerio protestante (Roma)|James Joyce|Italia|Unknown|Noche de luna|65023e97-2f83-4bb1-9f39-2fac693a5170|Sagan.png|tenquita.mp3
fb8d4e83-79bc-435d-82d2-f7cbdcef4e95|Gallegos, Rómulo|Gallegos|Rómulo|1884|1969|Rómulo Gallegos|"Rómulo Ángel del Monte Carmelo Gallegos Freire (Caracas, 2 de agosto de 1884-Ib., 5 de abril de 1969) fue un novelista y político venezolano. Se le ha considerado como el novelista venezolano más relevante del siglo XX, y uno de los más grandes literatos latinoamericanos de todos los tiempos. Algunas de sus novelas, como Doña Bárbara o Canaima, han pasado a convertirse en clásicos de la literatura hispanoamericana.Ejerce el cargo de Presidente de Venezuela en 1948 por escasos nueve meses, convirtiéndose en el primer mandatario presidencial del siglo XX[1]​ elegido de manera directa, secreta y universal por el pueblo venezolano, y ha sido el presidente de la República que ha obtenido el mayor porcentaje de votos a su favor en elecciones celebradas en el país en todos los tiempos, con más del 80% de la totalidad de los votos.Sin embargo, su separación del poder se debió al Golpe de Estado de 1948, liderado por Carlos Delgado Chalbaud. En 1960 fue elegido como comisionado y como el primer presidente de la recién creada Comisión Interamericana de Derechos Humanos, cargo que ejerció hasta 1963. Desde entonces vivió en Caracas hasta el día de su muerte.Dirá el escritor mexicano Carlos Fuentes sobre Gallegos, a quien llamaba padre nuestro:""(...) novelista primario y novelista primordial de la América española, india y africana, nos ofrece una salida de la naturaleza, sin sacrificarla. Y un ingreso a la historia, sin convertirnos en sus víctimas.""[2]​"|https://es.wikipedia.org/wiki/R%C3%B3mulo_Gallegos|Fallecidos en 1969,Hombres,Nacidos en 1884,Rómulo Gallegos|Andrés Eloy Blanco,Carlos Fuentes|Venezuela|Romanticismo|Alma aborigen|f5e837c9-e9a2-491e-9e87-66fedb1832f4|Sagan.png|tenquita.mp3
9b3d308a-baba-4a64-b6d5-7e3196297fc7|Galsworthy, John|Galsworthy|John|1867|1933|John Galsworthy|John Galsworthy (/ˈɡɔːlzwɜːrði/; Kingston upon Thames, Surrey, 14 de agosto de 1867-Londres, 31 de enero de 1933) fue un novelista y dramaturgo inglés. Sus obras más notables incluyen La saga de los Forsyte, una serie de 12 novelas y relatos que escribió desde 1906 hasta 1934. En 1917 rechazó el título de Sir, para el cual había sido nominado por el Primer ministro David Lloyd George y en recompensa por sus méritos en la Primera Guerra Mundial donde trabajó de camillero (ordenanza, asistente; en inglés  Orderly) con la excusa de que la recompensa de un escritor está en poder escribir.[1]​ Por un extravío de la carta donde renunciaba a la membresía se publicó su nombre en la lista de caballeros pero él nunca lo aceptó y el honor fue más tarde retirado.En 1921 fue elegido el primer presidente del club literario PEN international[2]​ Se le concedió la Orden del Mérito en 1929[3]​En 1932 fue galardonado con el premio Nobel de Literatura en reconocimiento a su eminente fuerza descriptiva. Donó el premio al PEN International y declinó la asistencia a la entrega de premios en diciembre de 1932 por enfermedad. Murió pocas semanas después.|https://es.wikipedia.org/wiki/John_Galsworthy|Alumnado de la Universidad de Oxford,Británicos laureados con el Premio Nobel de Literatura,Dramaturgos de Inglaterra del siglo XIX,Escritores de Inglaterra del siglo XIX,Escritores en inglés del siglo XIX,Fallecidos en 1933,Fallecidos en Londres,Fallecidos por cáncer en Inglaterra,Hombres,Laureados con el Premio Nobel 1932,Laureados con el Premio Nobel de Literatura por idioma inglés,Miembros de la Orden del Mérito,Nacidos en 1867,Nacidos en Kingston upon Thames,Novelistas de Inglaterra del siglo XIX,Personas de la época eduardiana,Sepultados en el cementerio de Highgate|Joseph Conrad|Inglaterra|Romanticismo|Un asunto de otro tiempo|5f064e5d-58c1-41fc-a871-e2e2528e31db|Sagan.png|tenquita.mp3
25838527-7a66-4448-8716-007892c1fabe|García Márquez, Gabriel|García Márquez|Gabriel|1927|2014|Gabriel García Márquez|Gabriel José García Márquez (Aracataca, Magdalena, 6 de marzo de 1927-Ciudad de México, 17 de abril de 2014)[nota 1]​[2]​ ( escuchar) fue un escritor y periodista colombiano. Reconocido por sus novelas y cuentos, también escribió narrativa de no ficción, discursos, reportajes, críticas cinematográficas y memorias. Estudió derecho y periodismo en la Universidad Nacional de Colombia e inició sus colaboraciones periodísticas en el diario El Espectador. Fue conocido como Gabo, o Gabito, por sus familiares y amigos.[3]​[4]​ En 1982 recibió el Premio Nobel de Literatura[5]​ «por sus novelas e historias cortas, en las que lo fantástico y lo real se combinan en un mundo ricamente compuesto de imaginación, lo que refleja la vida y los conflictos de un continente».[6]​[7]​ Junto a Julio Cortázar, Mario Vargas Llosa y Carlos Fuentes, fue uno de los exponentes centrales del boom latinoamericano. Está considerado uno de los principales autores del realismo mágico, y su novela más conocida, Cien años de soledad, es una de las más representativas de esa corriente literaria. Se considera que a su éxito se debe que el término se aplique a la literatura surgida a partir de 1960 en América Latina.[8]​[9]​ En 2007 la Real Academia Española y la Asociación de Academias de la Lengua Española publicaron una edición popular conmemorativa de esta obra, por considerarla parte de los grandes clásicos hispánicos de todos los tiempos.[10]​|https://es.wikipedia.org/wiki/Gabriel_Garc%C3%ADa_M%C3%A1rquez|Alumnado de la Universidad Nacional de Colombia,Ateos de Colombia,Condecorados con la Orden al Mérito Docente y Cultural Gabriela Mistral,Cuentistas de Colombia,Escritores posmodernos,Fallecidos en 2014,Fallecidos en Ciudad de México,Gabriel García Márquez,Hombres,Laureados con el Premio Nobel 1982,Nacidos en 1927,Nacidos en Aracataca,Novelistas de Colombia,Premio Nobel de Literatura|Alejo Carpentier,Carlos Fuentes,Daniel Defoe,Ernest Hemingway,Franz Kafka,James Joyce,Jorge Luis Borges,Juan Rulfo,Julio Cortázar,Mario Benedetti,Miguel de Cervantes,Miguel Ángel Asturias,Pablo Neruda,Virginia Woolf,William Faulkner,Álvaro Cepeda Samudio,Álvaro Mutis|Colombia|Romanticismo|Algo muy grave va a suceder en este pueblo|3e2c981a-d692-4046-973d-02f4265c3aec|preview.png|algo_grave_va_a_ocurrir.mp3
754bdb49-cd24-4a1b-b27c-868756e51aa0|Garmendia, Julio|Garmendia|Julio|1898|1977|Julio Garmendia|Julio Garmendia  (El Tocuyo, 9 de enero de 1898 - Caracas, 8 de julio de 1977) fue un escritor, periodista y diplomático venezolano, pionero de la ciencia ficción venezolana[1]​[2]​[3]​, la literatura fantástica[4]​[5]​[6]​ latinoamericana, y de la ficción metafísica[7]​[8]​ y una figura clave del realismo mágico.[5]​En sus libros más conocidos, La tienda de muñecos y La Tuna de Oro, así como en los que se publicarían póstumamente, explora ideas como la paranoia, el doppelgänger, la ucronía, la distopía, la metaficción, el futurismo, la anticipación, la inmortalidad, el pacto demoníaco o la noción cristiana del infierno; poniendo bajo cuestión los avances técnico-científicos y las nociones de realidad y de moral.[9]​[10]​[11]​[8]​|https://es.wikipedia.org/wiki/Julio_Garmendia|Cuentistas de Venezuela,Diplomáticos de Venezuela,Escritores de Venezuela,Escritores de Venezuela del siglo XX,Escritores de ciencia ficción de Venezuela,Escritores de literatura fantástica de Venezuela,Fallecidos en 1977,Hombres,Nacidos en 1898,Nacidos en El Tocuyo,Periodistas de Venezuela,Premio Nacional de Literatura de Venezuela|Alfredo Armas Alfonzo,Arturo Uslar Pietri,Felisberto Hernández,Fernando Paz Castillo,Jorge Luis Borges,José Antonio Ramos Sucre,José Rafael Pocaterra,João Guimarães Rosa,Juan Rulfo,Julio Cortázar,Oswaldo Trejo,Pablo Palacio,Pedro Emilio Coll,Philip K. Dick,Roberto Arlt,Rómulo Gallegos|Venezuela|Paranoia|El alma|3c83eb8e-2f74-4094-923f-ecb6cfee7476|Sagan.png|tenquita.mp3
21508065-f9a0-4142-9489-5ecd451ac64a|Garmendia, Salvador|Garmendia|Salvador|1928|2001|Salvador Garmendia|Salvador Garmendia Graterón (Barquisimeto, 11 de junio de 1928-Caracas, 13 de mayo de 2001) fue un escritor, narrador, cronista, guionista de radio y televisión venezolano. Estuvo casado dos veces: con Amanda Collazos y Elisa Maggi . Tuvo siete hijos.|https://es.wikipedia.org/wiki/Salvador_Garmendia|Barquisimetanos,Beca Guggenheim,Cuentistas de Venezuela,Escritores de Venezuela,Escritores de literatura fantástica de Venezuela,Escritores de literatura infantil de Venezuela,Escritores en español del siglo XX,Fallecidos en 2001,Guionistas de Venezuela,Hombres,Nacidos en 1928,Novelistas de Venezuela,Premio Nacional de Literatura de Venezuela|Arturo Uslar Pietri,Honoré de Balzac,José Antonio Ramos Sucre,Miguel Otero Silva,Rafael Cadenas,Rómulo Gallegos,Vicente Gerbasi|Venezuela|Unknown|Asunto de familia|50521929-0302-47c4-acf9-c1ca4e420162|Sagan.png|tenquita.mp3
fad63116-3615-4b54-ae66-34ec8852fa67|Garro, Elena|Garro|Elena|1916|1998|Elena Garro|Elena Delfina Garro Navarro (Puebla, 11 de diciembre de 1916-Cuernavaca, 22 de agosto de 1998), conocida como Elena Garro, fue  novelista,  dramaturga, guionista, periodista y escritora mexicana.[1]​ Está comúnmente relacionada con el realismo mágico y es considerada una renovadora de la literatura fantástica, si bien ella misma rechazó esta identificación por considerarla una etiqueta mercantilista. Asimismo, algunos críticos consideran que la obra de Juan Rulfo y los tres primeros libros de Garro, Un hogar sólido (1958), Los recuerdos del porvenir (1963) y La semana de colores (1964), iniciaron este primer movimiento literario.[2]​Garro fue una de las figuras más interesantes de la dramaturgia mexicana. Participó plenamente del concepto del teatro como comunicación poética, ilógica y, más allá de las diferencias de técnicas y contenidos, incluso dentro del movimiento llamado teatro del absurdo. No obstante la variedad temática y técnica en el teatro de Garro demostraron una marcada preferencia por el tema de las relaciones entre diversos aspectos de la realidad y aun entre diversas realidades. Sus personajes oscilan entre realidad e ilusión. Asimismo, a base de elementos folclóricos, construye un mundo en el cual desaparecen las fronteras entre la realidad tal y como la percibimos diariamente, dando así otro mundo, ilusorio, pero acaso también más real en lo que toca a la verdad anímica del ser humano.[3]​Estuvo casada con el también escritor Octavio Paz, a quien conoció en la Universidad Nacional Autónoma de México (UNAM) y con quien tuvo una hija, Laura Helena Paz Garro.[1]​|https://es.wikipedia.org/wiki/Elena_Garro|Alumnado de la Facultad de Filosofía y Letras de la UNAM,Cuentistas de México del siglo XX,Dramaturgas de México,Dramaturgas hispanohablantes,Dramaturgos de México del siglo XX,Escritoras de México del siglo XX,Escritores de Puebla,Escritores en español del siglo XX,Fallecidos en 1998,Fallecidos en Cuernavaca,Fallecidos por cáncer de pulmón en México,Libretistas de ópera de México,Mujeres,Mujeres periodistas de México,Nacidos en 1920,Nacidos en Puebla de Zaragoza,Novelistas de México del siglo XX,Periodistas de México del siglo XX,Premio Sor Juana Inés de la Cruz,Premio Xavier Villaurrutia,Realismo mágico|Adolfo Bioy Casares,Jorge Luis Borges,Juan Rulfo,Octavio Paz,Silvina Ocampo,Sor Juana Inés de la Cruz|Mexico|Romanticismo|Andamos huyendo, Lola|62b6d7c0-faac-4c96-8013-68fc2cb39f1a|Sagan.png|tenquita.mp3
43e32847-420b-495f-bf65-56320ae2eb99|Gibrán, Gibrán Jalil|Gibrán|Gibrán Jalil|1883|1931|Yibrán Jalil Yibrán|Yibrán Jalil Yibrán (en árabe: جبران خليل جبران بن ميخائل بن سعد‎, Ŷibrān Jalīl Ŷibrān ibn Mijā'īl ibn SaꞫd; Bisharri, 6 de enero de 1883-Nueva York, 10 de abril de 1931) fue un poeta, pintor, novelista y ensayista libanés; es conocido como el poeta del exilio.[1]​|https://es.wikipedia.org/wiki/Yibr%C3%A1n_Jalil_Yibr%C3%A1n|Fallecidos en 1931,Hombres,Nacidos en 1883,Yibrán Jalil Yibrán|William Blake|Líbano|Romanticismo|Amor y odio|5ccd7ef5-01ee-4ea3-a1e0-a60250a618d2|Sagan.png|tenquita.mp3
15c578fe-6e67-418e-a0c9-cfb2f5119888|Gogol, Nicolai|Gogol|Nicolai|1809|1852|Nicolai Gogol||Unknown|Unknown||Rusia|Unknown|Diario de un loco|815022b5-a9f4-4157-ada2-bcbdc837d5c7|Sagan.png|tenquita.mp3
5e458b25-61cd-4a52-a9d0-8078ead24cab|Gómez de la Serna, Ramón|Gómez de la Serna|Ramón|1888|1963|Ramón Gómez de la Serna|Ramón Gómez de la Serna Puig (Madrid, 3 de julio de 1888[1]​-Buenos Aires, 12 de enero[2]​ de 1963) fue un prolífico escritor y periodista vanguardista español, generalmente adscrito a la generación de 1914 o novecentismo, e impulsor del género literario conocido como greguería. Posee una obra literaria extensa que va desde el ensayo costumbrista o la biografía (escribió varias, sobre Valle Inclán, Azorín y sobre sí mismo: Automoribundia) hasta la novela y el teatro. Su vida y obra es una ruptura contra las convenciones. Es así una encarnación con el espíritu y la actuación de las vanguardias, a las que dedicará un libro llamado Ismos. Su obra es extensa y su eje central son las greguerías: un género iniciado por él, como un conjunto de apuntes en los que encierra una pirueta conceptual o una metáfora insólita. Suelen ser de varios tipos: chistes, juegos de palabras, o incluso también como apuntes filosóficos.«Ramón», como le gustaba que le llamaran, escribió un centenar de libros, la gran mayoría traducidos a varios idiomas. Divulgó las vanguardias europeas desde su concurrida tertulia en el Café de Pombo inmortalizada por su amigo, el pintor y escritor expresionista José Gutiérrez Solana.[3]​ Escribió especialmente biografías en que el personaje reseñado suponía en realidad una excusa para la divagación y la acumulación de anécdotas, verdaderas o inventadas.|https://es.wikipedia.org/wiki/Ram%C3%B3n_G%C3%B3mez_de_la_Serna|Alumnado de las Escuelas Pías,Biógrafos de España del siglo XX,Ensayistas de Argentina,Ensayistas de España del siglo XX,Escritores costumbristas de España,Escritores de Argentina del siglo XX,Escritores de España del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en español del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de España del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrileños,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de España del siglo XX,Periodistas de España del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo|Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núñez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare|España|Romanticismo|A veces el beso|b8157296-dcba-44cc-8cc2-dd213a88e855|Sagan.png|tenquita.mp3
